identifier	pos	stem	morphology	number	case	psx	figurative	grabbing	temporal	existential	non-finite	comment	category_based_on_finnish	meaning_fin	motion_predicate_lemma	predicate	rel_nouns_noun_finnish	rel_nouns_noun?	form	sentence
0679	NOUN	щель	щель-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Aukko	Aukko	menevät raoista	пырны	пырӧны	NA	NA	щельясӧд	Тайӧ торпыригъясыс пырӧны боевӧй ӧшинь векньыдик ЩЕЛЬЯСӦД, ранитӧны кияснысӧ, чужӧмнысӧ, соталӧны паськӧмнысӧ пырыс…
0681	NOUN	сӧн	сӧн-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä (distr.)	Väylä	leviää suonia pitkin	разавны	разалӧ	NA	NA	сӧнъясӧд	Сэсся вирыскӧд СӦНЪЯСӦД разалӧ туша кузя.
0682	NOUN	сӧн	сӧн-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä (distr.)	Väylä	leviävät suonia pitkin	разавны	разалӧны	NA	NA	сӧнъясӧд	Ми шуим нин водзын, сёянысь крахмал, белок да гос вир СӦНЪЯСӦД разалӧны туша кузя, вердӧны быд орган (машина йылысь кӧ эськӧ шуим: мавтӧны).
0268	NOUN	ӧтлаасянін	ӧтлаасянін-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Tila	täytyy astua yhtymäkohdasta	тальччыны	колӧ медым тальччис	NA	NA	ӧтлаасянінті	Брезентӧн вевттигӧн колӧ, медым кык брезент ӦТЛААСЯНІНТІ водзвывсаыс (поезд мунӧм серти) тальччис бӧрвывса брезентыслысь дорсӧ.
0703	NOUN	енэж	енэж-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	sujahtavat taivaan poikki (tähdenlennot)	тювкнитны	тювкнитӧны	NA	NA	енэжті	Найӧ, ми висьталім, Му веркӧсӧдз оз воны, сӧмын тювкнитӧны ЕНЭЖТІ югыд визьӧн.
0705	NOUN	ва	ва-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Väylä (2-ulott.)	Väylä (2)	sujahtelevat vettä pitkin	тювкъявны	тювкъялӧны	NA	NA	ваӧдыс	Зэв ӧдйӧ тювкъялӧны ВАӦДЫС, бӧжъяснас легӧдӧны.
0582	NOUN	розь	розь-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	NA	Aukko	ei putoa rei'istä	усьны	оз усь	NA	NA	розьӧдыс	Катола сортировка кузьтаыс картупельыс гӧгыльтчӧ увлань, кытчӧдз оз усь РОЗЬӦДЫС улас.
0709	NOUN	бок	бок-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Kohdeväylä	Väylä	hypähti viereen	чеччыштны	чеччыштіс	NA	NA	бокӧд	Кӧнкӧ друг дзуртыштіс, быттьӧкӧ сімӧм ӧдзӧс дзир шы кыткӧ тракмуні, сэсся ӧти БОКӦД куполыс чеччыштіс, ӧдзӧс моз воссис.
0713	NOUN	вундысьӧмин	вундысьӧмин-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Aukko (distr.)	Aukko	(sairaus) tulee haavakohdista (leikkaantumispaikka)	шедны	шедӧ	NA	NA	вундысьӧминъясӧд	Лёквисьӧм миянлы шедӧ гыж туйясӧд, ВУНДЫСЬӦМИНЪЯСӦД, лудік-тӧрӧкан курччӧминъясӧд.
0714	NOUN	курччӧмин	курччӧмин-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Aukko (distr.)	Aukko	tulee puremista	шедны	шедӧ	NA	NA	курччӧминъясӧд	Лёквисьӧм миянлы шедӧ гыж туйясӧд, вундысьӧминъясӧд, лудік-тӧрӧкан КУРЧЧӦМИНЪЯСӦД.
0716	NOUN	кок_туй	кок_туй-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	lipuvat jalanjälkiä pitkin	шуньгыны	шуньгӧны	NA	NA	кок_туйясӧд	Таысь кындзи, скӧтӧс видз вылад видзӧмыд абу бур со мый вӧсна: зэра дырйи вылысса му пластыс небыд, скӧтыд эськӧ сійӧс пыр нин лойӧ видзтӧ да, ещӧ нин кор мӧсъяс мунӧны юны, водзӧ шуньгӧны ли мӧда-мӧд бӧрсьыс сьӧрсьӧн-бӧрсьӧн ӧти КОК ТУЙЯСӦД моз; сэки шыльыд виддзыд ставыс лоӧ грун да гран.
0001	NOUN	коласт	коласт-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	NA	Tila	NA	NA	_	NA	NA	коластъясӧд	Тайӧ пӧжарыс зэв ёна действуйтӧ жар дырйи, лунын, а войын мукӧдлатіыс (торъя нин шоч вӧраинті да куш КОЛАСТЪЯСӦД), лысва усьӧм понда да посни мусин вылыс понда, ачыс кусӧ.
0004	NOUN	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE		NA	NA	TRUE	NA	NA	NA	"""leveys keskeltä"""	NA	_	NA	NA	шӧрӧдыс	Кормӧвӧй проходыс стен пӧлӧн 120 см пасьта ШӦРӦДЫС (кык кормушка костын) 150 см.
0611	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Абу кӧ гӧрӧма арнас коськӧм мутӧ, тулыснас колӧ СЭТІ гӧрны водзджык, пырысь-пыр, мыйӧн помасяс вося кӧдзаыд, сёрмӧдчан кӧ гӧрӧмнад, бара жӧ муыс вывті ёна косьмӧ да бӧрті гырысь комӧкӧн кутас гӧрсьыны.
0612	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Арктика кузя муннысӧ вывті сьӧкыд, ёна кыз йиа СЭТІ да, йиыс сэтысь весиг гожӧмъяснас оз сывлы да, нэмыс пыр сэні куйлӧ да.
0613	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Босьтам кутшӧмкӧ места: йӧзыс шуӧны сэн пӧ каститчӧ — ковмас СЭТІ полысьджык — нервнӧй мортлы мунны пемыдӧн.
0614	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Ветлӧдласны СЭТІ недыр да сэтчӧ и овмӧдчасны.
0615	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Вожъяс да коръяс быдман интіыс гӧрддзасьӧма, СЭТІ кызджык дай абу тӧщӧ.
0616	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Войясын сювйысь петӧ да визлалӧ сітан гӧгӧр, гильӧдӧ СЭТІ.
0617	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Гыжъясигӧн няйтыскӧд тшӧтш веськалӧны найӧ гыжна дойясӧ, пежалӧны СЭТІ.
0618	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Зырасьӧмысь кӧ кыткӧ пыктас, мӧдысь зырасигӧн СЭТІ оз ков зыравны, мед шойччас.
0619	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Кага весьтіыс везйыс потӧма, СЭТІ и петӧма вирыс.
0620	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Кага войын гыжъялӧ СЭТІ да садьмӧ, оз вермы узьны.
0621	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Кӧнкӧ му пытшкын эм сов, ва СЭТІ ветлӧдлӧ, ва пытшкӧ сов разалӧ, ваыскӧд сов кайӧ ортсӧ ключьясӧн.
0622	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Кытчӧ быдмӧ медкузя туруныд, СЭТІ потшыштны колӧ скӧт йирӧмысь торъя йӧрӧ.
0623	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Кытчӧ индӧма кодйыны силос гусӧ либӧ траншеясӧ, СЭТІ водзджык мерайтӧны.
0624	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Ми пыр сідзи бурдӧдчам: войдӧр дой вылас му пуктам, сэсся рузумӧн кӧрталам СЭТІ.
0625	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Мукӧд зурасьтӧдз небеснӧй изъяс войдӧр паныдасьӧны Му гӧгӧрса сынӧдкӧд — СЭТІ колӧ изъяслы вуджны.
0626	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Мукӧддырйиыс вирӧдз чарсъяс, сэсся лӧмалас СЭТІ.
0627	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Мусиныс картупельлы колӧ рӧшкыдджык, мед бурджыка вермис ветлыны СЭТІ сынӧд (воздук) да кокньыдджык сэні вӧлі быдмыны да паськавны картупельлы.
0628	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Муыс кӧ лыакодь (супесчанӧй), сынӧдыс бура СЭТІ ветлӧ да куйӧдалӧма кӧ куйӧдӧн, сэки позьӧ турнепс кӧдзны шыльыдінӧ радъясӧн, 45–50 см костӧн радысь радӧ.
0629	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Нӧшта нин ёна лудӧ, жельнӧг кодь сутшкасяннас дойдалӧ кучиктӧ да, веськалӧм ядсьыс зӧлитӧ СЭТІ да.
0630	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Няйтчӧмыдла СЭТІ висьмӧма.
0631	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Пелькӧдны колӧ СЭТІ пыр, чышкыны да весавны куйӧдысь да ёгысь.
0632	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Пуын эмӧсь сэтшӧм жӧ сӧнъяс, СЭТІ визувтӧ сира пу сӧк.
0633	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Пывсянад пыран да, кӧні кӧсъян мыссьыны, зэв ёна пуан ванас киськав СЭТІ, мед, эмӧсь кӧ сэні гагъяс, ставныс заваритчасны.
0634	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Пыкӧсыс кӧ быдмас вом пытшкӧсӧ, недыр мысти СЭТІ воссяс, вомыс ӧтлаасяс ныркӧд.
0635	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Ревматизмӧн висьмӧм суставлӧн мешӧк кодь кучик пытшкыс ӧдӧ (воспаляйтчӧ) да пыктӧ, эж вылас лоӧны аслыссяма зэв посньыдик пятнаяс, чутъяс, СЭТІ неуна вир петлывлӧ.
0636	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Санаторийысь бӧр больнича керка дінті мунігӧн нуисны СЭТІ волшебнӧй пӧнар.
0637	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	сідз кӧ, Мулы колӧ зэв ӧдйӧ котӧртны СЭТІ.
0638	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Сійӧ кӧ кӧласяс (кутчысяс) киад, а киад эмӧсь дойяс, гыжнаяс, — СЭТІ бактерияыс пырас вирӧ.
0639	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Сійӧ пондас писькӧдчыны ортсӧ, восьтас аслыс туй дай пондас СЭТІ виявны.
0640	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Сэн мед вӧлі бура тӧдчӧны йӧв сӧнъясыс, — СЭТІ вир сӧнъяссяньыс локтӧны сэтшӧм коланторъяс, мыйысь артмӧ йӧлыс.
0641	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Сэсся ӧд СЭТІ жӧ пондас визувтны куйӧд ваыс.
0642	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Сэсся, аддзысясны кӧ ӧпаснӧй местаяс, весавны СЭТІ му грунтӧдзыс 0,5–1 метр пасьта разрывнӧй полосаяс.
0643	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	СЭТІ нывъяслӧн петӧ тӧлысся вирыс.
0644	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	СЭТІ позьӧ кайны вевдорӧдзыс.
0645	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	СЭТІ пӧшти ставнас сынӧдтӧм интас.
0646	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	СЭТІ пырӧма пон дай 2 тупӧсь нянь сёйӧма.
0647	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	СЭТІ уялісны-ворсісны челядь, кватлалісны чакотка гагъяссӧ аслыныс.
0648	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Тайӧ ӧдзӧсӧдыс курӧгпиян вермӧны пыравны узьланінас да лунын шонтысьӧм могысь, СЭТІ пыр шоныд.
0649	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	тӧдліс, мый вӧсна овлӧ луныд да войыд — муыд бергалігас ӧти баннас видзӧдӧ шонділань, сэки сэні — лун, мӧдар банас шондіыслӧн югӧръясыс оз инмыны да СЭТІ пемыд — вой.
0650	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Торъя нин сӧстӧма да коса колӧ видзны кок вож кост кучиксӧ, медым СЭТІ эз шузьы да эз воссьы.
0651	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Унаысь кужтӧг аборттӧ вӧчигӧн маткаас кольышталӧ яй торъяс, — оз мичаа весассьы СЭТІ, либӧ вӧчӧны абортсӧ няйт струментъясӧн.
0652	ADV	сэ	сэ-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Чахотка гаг кытчӧ овмӧдчас, СЭТІ и висьмӧдас.
0653	ADV	сэр	сэр-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэрті	Сэні эм тырыс пӧтӧса торъяс, кодъяс вӧв организм пытшкын сылӧны да разалӧны бурджыка мукӧд пемӧсъяс организмын СЭРТІ.
0654	ADV	сэт	сэт-ъяс-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэтъясті	СЭТЪЯСТІ кӧ няйтӧсь, куканьяс велалӧны гыжъясьны да люкасьны, сы вӧсна и колӧ весавлыны.
0655	ADV	сэт	сэт-ъяс-ті-ыс	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэтъястіыс	Зыравны, кытчӧдз СЭТЪЯСТІЫС оз шонавны.
0006	NOUN	весьт	весьт-ӧд-ыс	sg	prl	TRUE		NA	NA	TRUE	NA	NA	Tila	yltä olkiseinät ovat paksumpia (?)	NA	?	NA	NA	весьтӧдыс	Идзас пытшкыс тыртӧм, гоз-мӧдлаын эмӧсь вежӧсъяс, ВЕСЬТӦДЫС идзасыс вежӧсъяс кызджык — йӧзви.
0007	NOUN	лы	лы-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	(kanan) rintaluuta pitkin (kokeillen? mitaten?)	NA	?	NA	NA	лытіыс	Пуктан кӧ рушку вомӧныс курӧглы китӧ, юрсяньыс морӧс ЛЫТІЫС да колькъялан лы костъясас бура колькъялан курӧглы бердӧ став ки пыдӧсыд.
0008	NOUN	места	места-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	mitataan jostain jotain?	NA	?	NA	NA	местатіыс	Сы бӧрын сійӧ жӧ лентаӧн мерайтсьӧ кызта — лентасӧ нуӧдӧны морӧс гӧгӧрыс, шоша шӧр весьттіыс — пӧдпруга МЕСТАТІЫС, водз кок гырддзасьыс 10 сантиметр либӧ ки вомлӧс, бӧрлань.
0009	NOUN	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	NA	sen luonteinen CHECK	NA	?	NA	NA	туйӧд	Финскӧй скӧтыд, код рӧдысь-вужйысь паськалі и миян скӧтным, кыдзи сійӧ висьталӧма вылынджык, шань и сы ТУЙӦД, мый сетӧ бур нӧк-вый, сук йӧв, уна % гос (жир).
0010	NOUN	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	NA	NA	NA	?	NA	NA	туйӧд	Мӧд ТУЙӦД — тайӧ беддяс медводзысь волі вӧчӧма ёсь крук, сэсся та бӧрын вӧчисны кокан, гӧр да медбӧрысь воисны плугйӧдз.
0011	NOUN	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	NA	NA	NA	?	NA	NA	туйӧд	Ӧти ТУЙӦД — ёсьтӧм беддьыс быдмис из пома беддьӧ, ичӧтик зыр кодьӧ.
0012	NOUN	пытшкӧс	пытшкӧс-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Kohdeväylä	Väylä	lanka on vedetty sisuksista	NA	(сунис) нуӧдӧма	NA	NA	пытшкӧсӧдыс	Видзӧдлан кӧ микроскоп пыр татшӧм сьӧдасьны пондӧм картупель корсӧ, аддзан, мый картупель кор ПЫТШКӦСӦДЫС быттьӧ сунис нуӧдӧма, чукӧрмӧмаӧсь тшакъясыд.
0020	NOUN	овмӧдчанін	овмӧдчанін-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	(niiden) pesimispaikka polttelee	NA	биалӧ	NA	NA	овмӧдчанінті	Найӧ ОВМӦДЧАНІНТІ биалӧ, гӧрдӧдӧ, сэсся вежӧдӧ — орӧссьӧ.
0023	ADP	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	NA	kasvoi tällä tavalla CHECK	быдмыны	быдмис	NA	NA	туйӧд	Тайӧ ТУЙӦД и быдмис 3 сюрс во чӧж первобытнӧй гӧр — рогулька.
0032	NOUN	веськаланін	веськаланін-ті	sg	tra	FALSE		NA	NA	NA	NA	Aukko	Aukko	vihertää ötökän sisäänmenoaukosta	NA	вежӧдас	NA	NA	гаг веськаланінті	Войдӧр ГАГ ВЕСЬКАЛАНІНТІ вежӧдас, сэсся висьны, ёнтыны пондас.
0033	NOUN	мунан_туй	мунан_туй-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	TRUE	Väylä	Väylä	kaventaen pienentää menoreittiä	NA	векньӧдӧмӧн чинтыны	NA	NA	мунан_туйӧдыс	Сэні колӧ кутны бисӧ водзӧ мунӧмысь да пӧжарсӧ вочасӧн векньӧдӧмӧн чинтыны билысь вынсӧ главнӧй МУНАН ТУЙӦДЫС.
0136	NOUN	выв	выв-ті-ыс	sg	tra	TRUE		NA	NA	TRUE	NA	NA	Tila	(tällainen) liimaaminen oli ainoastaan päältä	NA	вӧлі	NA	NA	вывтіыс	Татшӧм клеялӧмыд вӧлі сӧмын ВЫВТІЫС.
0143	NOUN	места	места-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	TRUE	NA	Väylä	vuoleskellen tekevät leikkauspaikoista (?)	NA	вӧлышталӧмӧн вӧчӧны	NA	NA	вурыштан местаӧдыс	Потӧмсӧ вурыштӧмыс мунӧ со кыдзи: потӧм бокъясас, ВУРЫШТАН МЕСТАӦДЫС, вӧлышталӧмӧн вӧчӧны тшупӧд ӧтарас и мӧдарас, воча тшупӧд весьтсӧ кыз шылаӧн вомӧн розьӧдӧны розь.
0153	NOUN	ӧтлаасянін	ӧтлаасянін-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	luut heiluvat yhtymäkohdasta	NA	вӧрӧны	NA	NA	ӧтлаасянінтіыс	Сійӧ ӦТЛААСЯНІНТІЫС лыясыс вӧрӧны.
0158	NOUN	розь	розь-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	TRUE	NA	Aukko	(laatikkoon) tehdyistä rei'istä	NA	вӧчӧм	NA	NA	розьӧдыс	Курӧгпияныс ящикас вӧчӧм РОЗЬӦДЫС кокньыда тӧрӧны ветлыны.
0162	NOUN	улі	улі-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Tila	Tila	ompelimme alitse	NA	вурыштім	NA	NA	уліӧдыс	УЛІӦДЫС вурыштім, мед сэсся немтор оз понды ӧшӧдчыны.
0167	NOUN	вӧраин	вӧраин-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	tapahtuu harva(kasvuisilla) metsäpaikoilla	NA	действуйтӧ	NA	NA	шоч вӧраинті	Тайӧ пӧжарыс зэв ёна действуйтӧ жар дырйи, лунын, а войын мукӧдлатіыс (торъя нин ШОЧ ВӦРАИНТІ да куш коластъясӧд), лысва усьӧм понда да посни мусин вылыс понда, ачыс кусӧ.
0170	NOUN	голя	голя-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	TRUE	NA	Tila	kurkusta kiristellen	NA	зэлӧдӧмӧн	NA	NA	голяӧдыс	Некутшӧм ногӧн дӧзмысь вӧвъясӧс дорӧм вылӧ оз ков домавны сюръя дінӧ ни кольчаӧ ГОЛЯӦДЫС гезйӧн ёна зэлӧдӧмӧн, сы понда мый унаысь овлӧ: вӧлыс пессигӧн чегӧ ассьыс голясьыс сюрса лысӧ да вӧвъяс кулалӧны.
0174	NOUN	шӧртас	шӧртас-ті-ыс	sg	tra	TRUE		NA	NA	TRUE	NA	Väylä (mitta)	Väylä	"""pienempi keskeltä"""	NA	ичӧтджык	NA	NA	шӧртастіыс	Но, ме тай висьтавлі нин, тӧлысьыд ШӦРТАСТІЫС вомлӧс ногыс 4 пӧв ичӧтджык мусьыд да сы вӧсна вуджӧрнас оз вермы тупйыны став мутӧ.
0176	NOUN	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	TRUE	Tila	Tila	kytketyt keskeltä	NA	йитӧмаӧсь	NA	NA	шӧрӧдыс	Трубкаясыс ШӦРӦДЫС кӧрткодьӧн йитӧмаӧсь, йитӧд вылас — винт.
0232	NOUN	дужка	дужка-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	NA	Tila	NA	NA	кватитіс	NA	NA	дужкаӧдыс	Кык-куим секундаӧн Клим Ворошилов кватитіс пулемётсӧ ДУЖКАӦДЫС, гӧгыльтіс платформа помса канаваӧ, дулосӧ бергӧдіс овраглань, правитіс лентасӧ…
0241	NOUN	вылыс	вылыс-ті-ыс	sg	tra	TRUE		NA	NA	NA	TRUE	NA	NA	päältä kiskominen	NA	киськалӧм	NA	NA	вылыстіыс	Гуӧ тэчӧм да ВЫЛЫСТІЫС известкаӧн киськалӧм петшӧрлӧн сідз жӧ ньӧдздӧны петшӧр сіясыс да клеитысь клейыс.
0247	NOUN	выв	выв-ті-ыс	sg	tra	TRUE		NA	NA	NA	TRUE	NA	Tila	päälle kylvetty	NA	кӧдзӧм	NA	NA	вывтіыс	2) сю, ВЫВТІЫС кӧдзӧм бобӧнянь;
0248	NOUN	выв	выв-ті-ыс	sg	tra	TRUE		NA	NA	NA	TRUE	NA	Tila	päälle kylväen	NA	кӧдзӧмӧн	NA	NA	вывтіыс	зӧр либӧ ид, ВЫВТІЫС бобӧнянь кӧдзӧмӧн;
0249	NOUN	выв	выв-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	päälle kylväen	NA	кӧдзӧмӧн	NA	NA	вывтіыс	2) сю, ВЫВТІЫС бобӧнянь кӧдзӧмӧн;
0250	NOUN	ин	ин-ъяс-ті	pl	tra	FALSE		NA	NA	NA	NA	NA	Tila	kaivavat (kosteammista) paikoista	NA	кодйӧны	NA	NA	инъясті	Бокса, отсасьысь канаваяссӧ бара жӧ кодйӧны васӧдджык ИНЪЯСТІ шӧр канаваӧдзыс.
0251	NOUN	ин	ин-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	kaivavat alimmaisista paikoista	NA	кодйыны	NA	NA	интіыс	Шӧр канавасӧ кодйыны медувтас ИНТІЫС ва визувтан пӧкатлань, нуӧдӧны шорӧдз либӧ юӧдз.
0252	NOUN	мышладор	мышладор-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	täytyy ottaa selän puolelta	босьтны	колӧ босьтны	NA	NA	мышладортіыс	Медым мерайтны лы костъяссӧ, курӧгсӧ колӧ босьтны шуйга киӧ МЫШЛАДОРТІЫС да чорыда кутны сійӧс кокӧдыс, а юрсӧ да бордсӧ сійӧ жӧ киад гырддзанад дзебны.
0254	NOUN	ӧтлаасянін	ӧтлаасянін-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Tila	kahden asian yhtymäkohdasta täytyy tehdä jotain	NA	колӧ вежӧнавны	NA	NA	ӧтлаасянінті	Кык брезент ӦТЛААСЯНІНТІ колӧ найӧс вежӧнавны 1 метр пасьта.
0267	NOUN	места	места-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Tila	täytyy maalata (joka) paikasta	NA	колӧ мавтны	NA	NA	местаті	Пресс колӧ лун кежлӧ этша вылӧ нёльысь ӧкуратнӧя мавтны олеонафтӧн быд МЕСТАТІ, кытъясті индалас монтёр.
0269	NOUN	кызін	кызін-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	täytyy mitata paksuimmasta kohdasta	мерайтны	колӧ мерайтны	NA	NA	кызінтіыс	Медым тӧдны 6 тӧлысь сулалӧм турун юрлысь сьӧктасӧ, колӧ мерайтны юрыслысь гӧгӧрсӧ улысӧдыс, Ж да З визьяс кузя да медся КЫЗІНТІЫС, гдеб визьяс кузя, дай торйӧн мерайтавны юрыслысь вылыссӧ.
