identifier	pos	stem	morphology	number	case	psx	comment	figurative	grabbing	temporal	existential	non-finite	meaning_fin	predicate	rel_nouns_noun?	form	sentence
0585	NOUN	тшупӧд	тшупӧд-ъяс-ӧд	pl	prl	FALSE	Väylä	NA	NA	NA	NA	NA	tapaavat portaita (tasoja?) pitkin	паныдалӧ	NA	тшупӧдъясӧд	Татшӧм нога двуколкаа доддясянъясыс бурӧсь сійӧн, мый, первой-кӧ, ӧти чӧрсысла омӧльджыка паныдалӧ ТШУПӦДЪЯСӦД, мӧд-кӧ, джуджыд кӧльӧсаысла кокниджык кыскыны лёк туйясӧд, омӧльджыка вӧйӧны кӧльӧсаясыс няйтӧ да лыаӧ, коймӧд-кӧ, татшӧм телеганас кокниджык бергавны мӧд пӧлӧс телега дорысь, дай нёльӧд-кӧ, бурджыка вичмӧдӧ вӧвъяслысь вын.
0586	ADP	бок	бок-ӧд-ыс	sg	prl	TRUE	NA	NA	NA	NA	NA	NA	kulunut aika näkyy viivan reunasta	пасйыссьӧ	визь	бокӧдыс	Тайӧ нуӧдӧм визь БОКӦДЫС пасйыссьӧ кадыс, кодыр вӧлі аддзӧма тшынсӧ.
0587	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	merkitsee 15-20 cm savikerroksen päältä (?)	пасйысьӧ	15–20 см сёя слӧй	вывті	Медкокньыд вӧчны со кыдзи: пыдӧсыс пасйысьӧ булыжникӧн, изйӧн либӧ 15–20 см сёя слӧй ВЫВТІ.
0588	NOUN	пяталадор	пяталадор-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	leviää suonia pitkin	паськалӧ	NA	пяталадортіыс	Кык тӧлысь бӧрын кок гыжйыс ПЯТАЛАДОРТІЫС паськалӧ 1½–2 см пасьта, коді буретш тырмана сы вылӧ, медым вермис уджавны вӧлыс.
0589	NOUN	йыв	йыв-ті-ыс	sg	tra	TRUE	Väylä (mitta)	NA	NA	NA	NA	NA	leveys on päältä	пасьта	NA	йывтіыс	Му бердтіыс вышкалӧн площадь колӧ лоны 76,56 кв. метр пасьта, а ЙЫВТІЫС — 9,0 кв. метр пасьта.
0590	ADP	ув	ув-ті-ыс	sg	tra	TRUE	Väylä	NA	NA	NA	NA	NA	menee ulos aidan alitse	петас	забор	увтіыс	Порсьыд вермас курччавны скӧттӧ. Заборыд, потшӧсыд оз вермы кутны порсьтӧ, сійӧ гудъяс мусӧ да петас забор УВТІЫС.
0591	NOUN	розь	розь-ӧд	sg	prl	FALSE	Aukko	NA	NA	NA	NA	TRUE	reiästä ulos mennessä	петігӧн	NA	розьӧд	Куйӧд ва, РОЗЬӦД петігӧн, киссьӧ тайӧ пӧв вылӧ да паськыда сявгӧ му кузяыс.
0592	NOUN	горш	горш-ӧд	sg	prl	FALSE	Aukko	NA	NA	NA	NA	NA	tulee ulos kurkusta	петны	NA	горшӧд	Сэки нин, инӧ, висьӧмыд ёна мунӧ, гырдыд вермас тшӧтш ГОРШӦД петны, ӧтпырйӧ зэв уна.
0593	ADP	бок	бок-ъяс-ті	pl	tra	FALSE	Väylä	NA	NA	NA	NA	NA	menee ulos kanaalin reunoja pitkin	петӧ	канал	бокъясті	Кизьӧрмӧм-сылӧм сёян сёян сылан канал БОКЪЯСТІ петӧ вирӧ, мунӧ туша кузя.
0594	NOUN	вожаланін	вожаланін-ӧд	sg	prl	FALSE	Aukko	NA	NA	NA	NA	NA	(lapsi) tulee (ulos) haaravälistä	петӧ	NA	вожаланінӧд	Кагаыд чужигас петӧ ВОЖАЛАНІНӦД.
0595	NOUN	вожаланін	вожаланін-ӧд	sg	prl	FALSE	Aukko	NA	NA	NA	NA	NA	(verta) tulee ulos haaravälistä	петӧ	NA	вожаланінӧд	Маткаӧ сійӧ кадӧ чукӧрмӧ зэв уна вир, матка пытшкӧс польтчӧ, мыйкӧ мында вир (чашка джын мында став вир мунан лунъясас) петӧ ВОЖАЛАНІНӦД ортсӧ.
0596	NOUN	ин	ин-ті	sg	tra	FALSE	Tila (?)	NA	NA	NA	NA	NA	tulee ulos kuoren irtoamispaikasta	петӧ	NA	кырсь орӧм инті	Мукӧд местаясын, кӧні эм унджык пожӧма вӧр, пожӧм вывсьыс кырсьсӧ вӧсньыдика кульыштӧны да КЫРСЬ ОРӦМ ИНТІ петӧ сук сир.
0597	NOUN	колас	колас-ӧд	sg	prl	FALSE	Aukko	NA	NA	NA	NA	NA	tulee ulos välistä	петӧ	NA	коласӧд	Парыс вӧлі петӧ быд КОЛАСӦД.
0598	NOUN	колас	колас-ъяс-ӧд-ыс	pl	prl	TRUE	Aukko (distr.)	NA	NA	NA	NA	NA	tulee ulos väleistä	петӧ	NA	коласъясӧдыс	КОЛАСЪЯСӦДЫС петӧ.
0599	NOUN	розь	розь-яс-ӧд	pl	prl	FALSE	Aukko (distr.)	NA	NA	NA	NA	NA	kaasu menee ulos rei'istä	петӧ	NA	розьясӧд	Кольк кыш РОЗЬЯСӦД петӧ газ, коді ковтӧм сэн рӧдитчӧм курӧгпиянлы.
0600	NOUN	труба	труба-ӧд-ыс	sg	prl	TRUE	Väylä	NA	NA	NA	NA	NA	menee ulos putkea pitkin	петӧ	NA	трубаӧдыс	Бур сетан удж парӧвӧй машиналӧн став бырӧдӧм вынсьыс лоӧ 12%, а 88%-ыс вошӧ — «петӧ ТРУБАӦДЫС» да мунӧ аспытшса сопротивленньӧ бырӧдӧм вылӧ.
0601	NOUN	туй	туй-яс-ӧд	pl	prl	FALSE	Aukko (distr.)	NA	NA	NA	NA	NA	tulee ulos muunlaisia teitä pitkin	петӧ	NA	мукӧд сикас туйясӧд	Ва пырӧ пемӧс тушаӧ быдлаӧ, бӧрлань сэсянь петӧ ньылӧмӧн, кудзӧн, синваӧн, лолалӧмӧн дай МУКӦД СИКАС ТУЙЯСӦД и.
0602	NOUN	вом	вом-ӧд-ыс	sg	prl	TRUE	Aukko	NA	NA	NA	NA	NA	tulevat ulos suusta	петӧны	NA	вомӧдыс	Челядь сювйысь найӧ сітӧн жӧ петӧны, а овлӧ и ВОМӦДЫС.
0603	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	ui merta pitkin	плавайтӧ	море	вывті	Важ грекъяс думайтлӧмаӧсь: Муыс пӧ зэв ыджыд блин кодь, плавайтӧ море ВЫВТІ.
0604	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	ui merta pitkin	плавайтӧ	море	вывті	Став важ висьтъяс серти миянлысь Мутӧ кутшӧмкӧ паськыд море кутӧ: слӧнъясӧс кутысь черепаха пӧ море ВЫВТІ плавайтӧ, кит море вывті плавайтӧ.
0605	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	meren yli uiva	плавайтысь	море	вывті	На ногӧн: Муыд зэв ыджыд гӧгыль джын кодь щит, мыджсьӧ 4 гырысь слӧн вылӧ, а слӧнъясыс сулалӧны «мирӧвӧй» море ВЫВТІ плавайтысь черепаха вылын.
0606	ADP	пытшк	пытшк-ӧд	sg	prl	FALSE	Tila	NA	NA	NA	NA	NA	voi taistella (?) maan lävitse (monella tavalla)	позьӧ вермасьны	NA	му пытшкӧд	Вермасьны МУ ПЫТШКӦД позьӧ уна ногӧн.
0607	NOUN	бӧрӧзда	бӧрӧзда-ӧд-ыс	sg	prl	TRUE	Väylä	NA	NA	NA	NA	NA	voi kulkea vakoa pitkin	позьӧ ветлӧдлыны	NA	бӧрӧздаӧдыс	Радъяс костсӧ колӧ гожӧмбыдӧн небзьӧдны кыкысь-куимысь, кытчӧдз позьӧ БӦРӦЗДАӦДЫС ветлӧдлыны коръяссӧ жугӧдлытӧг.
0608	NOUN	ю	ю-яс-ӧд	pl	prl	FALSE	Väylä (distr.)	NA	NA	NA	NA	NA	voi mennä jokia pitkin	позьӧ ветлыны	NA	юясӧд	Сійӧ вӧлі висьтавлӧ: «Босьтам кӧ, миян тӧвся пӧра позьӧ ветлыны доддьӧн, а гожӧмын позьӧ ветлыны ЮЯСӦД.
0609	NOUN	ин	ин-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	voi lannoittaa hiekan päältä	позьӧ вынсьӧдны	NA	лыаа инті	Калийнӧй солӧн позьӧ вынсьӧдны кӧть кутшӧм му: ЛЫАА ИНТІ, кӧть сёя инті.
0610	NOUN	ин	ин-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	voi lannoittaa savimaan päältä	позьӧ вынсьӧдны	NA	сёя инті	Калийнӧй солӧн позьӧ вынсьӧдны кӧть кутшӧм му: лыаа инті, кӧть СЁЯ ИНТІ.
0611	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Абу кӧ гӧрӧма арнас коськӧм мутӧ, тулыснас колӧ СЭТІ гӧрны водзджык, пырысь-пыр, мыйӧн помасяс вося кӧдзаыд, сёрмӧдчан кӧ гӧрӧмнад, бара жӧ муыс вывті ёна косьмӧ да бӧрті гырысь комӧкӧн кутас гӧрсьыны.
0612	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Арктика кузя муннысӧ вывті сьӧкыд, ёна кыз йиа СЭТІ да, йиыс сэтысь весиг гожӧмъяснас оз сывлы да, нэмыс пыр сэні куйлӧ да.
0613	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Босьтам кутшӧмкӧ места: йӧзыс шуӧны сэн пӧ каститчӧ — ковмас СЭТІ полысьджык — нервнӧй мортлы мунны пемыдӧн.
0614	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Ветлӧдласны СЭТІ недыр да сэтчӧ и овмӧдчасны.
0615	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Вожъяс да коръяс быдман интіыс гӧрддзасьӧма, СЭТІ кызджык дай абу тӧщӧ.
0616	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Войясын сювйысь петӧ да визлалӧ сітан гӧгӧр, гильӧдӧ СЭТІ.
0617	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Гыжъясигӧн няйтыскӧд тшӧтш веськалӧны найӧ гыжна дойясӧ, пежалӧны СЭТІ.
0618	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Зырасьӧмысь кӧ кыткӧ пыктас, мӧдысь зырасигӧн СЭТІ оз ков зыравны, мед шойччас.
0619	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Кага весьтіыс везйыс потӧма, СЭТІ и петӧма вирыс.
0620	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Кага войын гыжъялӧ СЭТІ да садьмӧ, оз вермы узьны.
0621	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Кӧнкӧ му пытшкын эм сов, ва СЭТІ ветлӧдлӧ, ва пытшкӧ сов разалӧ, ваыскӧд сов кайӧ ортсӧ ключьясӧн.
0622	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Кытчӧ быдмӧ медкузя туруныд, СЭТІ потшыштны колӧ скӧт йирӧмысь торъя йӧрӧ.
0623	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Кытчӧ индӧма кодйыны силос гусӧ либӧ траншеясӧ, СЭТІ водзджык мерайтӧны.
0624	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Ми пыр сідзи бурдӧдчам: войдӧр дой вылас му пуктам, сэсся рузумӧн кӧрталам СЭТІ.
0625	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Мукӧд зурасьтӧдз небеснӧй изъяс войдӧр паныдасьӧны Му гӧгӧрса сынӧдкӧд — СЭТІ колӧ изъяслы вуджны.
0626	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Мукӧддырйиыс вирӧдз чарсъяс, сэсся лӧмалас СЭТІ.
0627	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Мусиныс картупельлы колӧ рӧшкыдджык, мед бурджыка вермис ветлыны СЭТІ сынӧд (воздук) да кокньыдджык сэні вӧлі быдмыны да паськавны картупельлы.
0628	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Муыс кӧ лыакодь (супесчанӧй), сынӧдыс бура СЭТІ ветлӧ да куйӧдалӧма кӧ куйӧдӧн, сэки позьӧ турнепс кӧдзны шыльыдінӧ радъясӧн, 45–50 см костӧн радысь радӧ.
0629	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Нӧшта нин ёна лудӧ, жельнӧг кодь сутшкасяннас дойдалӧ кучиктӧ да, веськалӧм ядсьыс зӧлитӧ СЭТІ да.
0630	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Няйтчӧмыдла СЭТІ висьмӧма.
0631	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Пелькӧдны колӧ СЭТІ пыр, чышкыны да весавны куйӧдысь да ёгысь.
0632	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Пуын эмӧсь сэтшӧм жӧ сӧнъяс, СЭТІ визувтӧ сира пу сӧк.
0633	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Пывсянад пыран да, кӧні кӧсъян мыссьыны, зэв ёна пуан ванас киськав СЭТІ, мед, эмӧсь кӧ сэні гагъяс, ставныс заваритчасны.
0634	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Пыкӧсыс кӧ быдмас вом пытшкӧсӧ, недыр мысти СЭТІ воссяс, вомыс ӧтлаасяс ныркӧд.
0635	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Ревматизмӧн висьмӧм суставлӧн мешӧк кодь кучик пытшкыс ӧдӧ (воспаляйтчӧ) да пыктӧ, эж вылас лоӧны аслыссяма зэв посньыдик пятнаяс, чутъяс, СЭТІ неуна вир петлывлӧ.
0636	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Санаторийысь бӧр больнича керка дінті мунігӧн нуисны СЭТІ волшебнӧй пӧнар.
0637	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	сідз кӧ, Мулы колӧ зэв ӧдйӧ котӧртны СЭТІ.
0638	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Сійӧ кӧ кӧласяс (кутчысяс) киад, а киад эмӧсь дойяс, гыжнаяс, — СЭТІ бактерияыс пырас вирӧ.
0639	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Сійӧ пондас писькӧдчыны ортсӧ, восьтас аслыс туй дай пондас СЭТІ виявны.
0640	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Сэн мед вӧлі бура тӧдчӧны йӧв сӧнъясыс, — СЭТІ вир сӧнъяссяньыс локтӧны сэтшӧм коланторъяс, мыйысь артмӧ йӧлыс.
0641	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Сэсся ӧд СЭТІ жӧ пондас визувтны куйӧд ваыс.
0642	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Сэсся, аддзысясны кӧ ӧпаснӧй местаяс, весавны СЭТІ му грунтӧдзыс 0,5–1 метр пасьта разрывнӧй полосаяс.
0643	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	СЭТІ нывъяслӧн петӧ тӧлысся вирыс.
0644	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	СЭТІ позьӧ кайны вевдорӧдзыс.
0645	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	СЭТІ пӧшти ставнас сынӧдтӧм интас.
0646	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	СЭТІ пырӧма пон дай 2 тупӧсь нянь сёйӧма.
0647	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	СЭТІ уялісны-ворсісны челядь, кватлалісны чакотка гагъяссӧ аслыныс.
0648	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Тайӧ ӧдзӧсӧдыс курӧгпиян вермӧны пыравны узьланінас да лунын шонтысьӧм могысь, СЭТІ пыр шоныд.
0649	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	тӧдліс, мый вӧсна овлӧ луныд да войыд — муыд бергалігас ӧти баннас видзӧдӧ шонділань, сэки сэні — лун, мӧдар банас шондіыслӧн югӧръясыс оз инмыны да СЭТІ пемыд — вой.
0650	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Торъя нин сӧстӧма да коса колӧ видзны кок вож кост кучиксӧ, медым СЭТІ эз шузьы да эз воссьы.
0651	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Унаысь кужтӧг аборттӧ вӧчигӧн маткаас кольышталӧ яй торъяс, — оз мичаа весассьы СЭТІ, либӧ вӧчӧны абортсӧ няйт струментъясӧн.
0652	ADV	сэ	сэ-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэті	Чахотка гаг кытчӧ овмӧдчас, СЭТІ и висьмӧдас.
0653	ADV	сэр	сэр-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэрті	Сэні эм тырыс пӧтӧса торъяс, кодъяс вӧв организм пытшкын сылӧны да разалӧны бурджыка мукӧд пемӧсъяс организмын СЭРТІ.
0654	ADV	сэт	сэт-ъяс-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэтъясті	СЭТЪЯСТІ кӧ няйтӧсь, куканьяс велалӧны гыжъясьны да люкасьны, сы вӧсна и колӧ весавлыны.
0655	ADV	сэт	сэт-ъяс-ті-ыс	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	сэтъястіыс	Зыравны, кытчӧдз СЭТЪЯСТІЫС оз шонавны.
0656	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	voi kylvää kauran päältä	позьӧ кӧдзны	зӧр	вывті	Паськыд коста визьясӧн бобӧнянь позьӧ кӧдзны зӧр ВЫВТІ.
0657	NOUN	арктика	арктика-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	voi mennä Arktista pitkin	позьӧ мунны	NA	арктикатіыс	Сӧмын ёна гырысь ледоколъясӧн позьӧ муртса мунны АРКТИКАТІЫС, дай сійӧн на, кыдзи петкӧдліс «Красинлӧн» походыс, мый весиг гырысь ледоколъяс оз пыр вермыны муннысӧ йияс пытштіыс.
0658	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	(äkeellä) voi tasoittaa niittyjä pitkin	позьӧ шыльӧдны	видзъяс	вывті	Бурджык видзьяс ВЫВТІ позьӧ агасӧн шыльӧдны.
0659	ADP	кост	кост-ті	sg	tra	FALSE	Väylä	NA	NA	NA	NA	NA	alamme viedä rautanaulojen välistä	пондам нуӧдны	кӧрттувъяс	костті	Сы бӧрын пуктам деньганымӧс сылан йи пытшкӧ; недыр мысти йи пытшкысь босьтам деньга, пондам нуӧдны кӧрттувъяс КОСТТІ.
0660	NOUN	петан_туй	петан_туй-ӧд	sg	prl	FALSE	Väylä	NA	NA	NA	NA	NA	alkaa poltella ulosmenokohdasta	пондас орйӧдлыны	NA	петан туйӧд	Лун куим мысти мужчинакӧд олӧм бӧрын кудз ПЕТАН ТУЙӦД пондас орйӧдлыны, кудзасигӧн сотны, доймыны: пондас петны орӧсь ед ляк: яндзим пытшкӧс ӧдӧдӧ, пыктӧ.
0661	NOUN	доймӧмин	доймӧмин-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	alkaa mädäntyä vaurioitumiskohdasta	пондас сісьмыны	NA	доймӧминті	ДОЙМӦМИНТІ яблӧклӧн пондас сісьмыны, тшыкны.
0662	NOUN	ӧдзӧс	ӧдзӧс-ӧд	sg	prl	FALSE	Aukko	NA	NA	NA	NA	NA	alkoi tulla sisään ovesta	пондіс пырны	NA	ӧдзӧсӧд	Ӧнія техника воис нин сэтчӧдз, мый электрификация пондіс «пырны ӦДЗӦСӦД».
0663	NOUN	му	му-ӧд-ыс	sg	prl	TRUE	Väylä (2-ulott.)	NA	NA	NA	NA	NA	alkoivat kiskoa maata pitkin	пондісны кыскавны	NA	муӧдыс	Сы бӧрын коканӧн пондісны вӧдитчыны мӧд ногӧн: кокӧм пыддиыс сійӧс пондісны кыскавны МУӦДЫС.
0664	NOUN	вожаланін	вожаланін-ӧд-ыс	sg	prl	TRUE	Aukko	NA	NA	NA	NA	NA	(paha haju) alkaa tulla haarovälistä	пондӧма мунны	NA	вожаланінӧдыс	ВОЖАЛАНІНӦДЫС пондӧма мунны зэв лёк дука ед ляк.
0665	ADP	весь	весь-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	(napanuora tai istukka?) on puhjennut lapsen päältä	потӧма	кага	весьтіыс	Кага ВЕСЬТІЫС везйыс потӧма, сэті и петӧма вирыс.
0666	ADP	дін	дін-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	menevät Narkomin ohi	прӧйдитӧны	Нарком	дінті	А ӧні, кор Оборона кузя Нарком ДІНТІ прӧйдитӧны Май Первой лунӧ миян великӧй армияса частьяс, быд боец, медся пӧрысьсяньыс медся томӧдзыс, тӧдса ён фигура вылӧ видзӧдӧмӧн, коді спокойнӧя пукалӧ седлӧ вылын, думайтӧны:
0667	NOUN	видз	видз-ӧд	sg	prl	FALSE	Tila	NA	NA	NA	NA	NA	istuttaa (ohutta) niittyä pitkin	пуктыссьӧ	NA	видзӧд	Няйтӧссьӧмысь видзӧм могысь силос да сёй костас пуктыссьӧ кутшӧмкӧ вӧсньыдик ВИДЗӦД — лапыд рӧгӧза, вӧсньыдика идзас, пу кор, трунда да с. в.
0668	NOUN	потас	потас-ъяс-ӧд-ыс	pl	prl	TRUE	Aukko (distr.)	NA	NA	NA	NA	NA	menevät sisään kuoren säröistä / raoista / halkeamista	пырасны	NA	кыш потасъясӧдыс	КЫШ ПОТАСЪЯСӦДЫС пырасны зэв посньыдик, синмӧн аддзытӧм быдмӧгъяс — бактерияяс.
0669	NOUN	дой	дой-ӧд	sg	prl	FALSE	Aukko	NA	NA	NA	NA	NA	menee sisään haavan kautta	пырӧ	NA	дойӧд	Сійӧ пырӧ сӧмын кутшӧмкӧ ДОЙӦД либӧ гыжна туйясӧд.
0670	NOUN	дой	дой-ӧд	sg	prl	FALSE	Aukko	NA	NA	NA	NA	NA	menee sisään haavan kautta	пырӧ	NA	дойӧд	Сэтчӧ пырӧ сійӧ гыжйыштӧм туйӧд либӧ ДОЙӦД.
0671	NOUN	ловгорш	ловгорш-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	menee sisään henkitorvea pitkin	пырӧ	NA	ловгоршӧд	Табак тшыныс ЛОВГОРШӦД пырӧ тыясӧ, дырӧн поводнӧя омӧльтчӧдӧ найӧс.
0672	NOUN	ӧшинь	ӧшинь-ӧд-ыс	sg	prl	TRUE	Aukko	NA	NA	NA	NA	NA	menee sisään ikkunasta	пырӧ	NA	ӧшиньӧдыс	Сійӧ розьяс пырыс сынӧдыс пырӧ-петӧ: тӧв паныда ӦШИНЬӦДЫС пырӧ, тӧв ньылыд — петӧ, сідзи и вежласьӧ сынӧдыс дугдывтӧг.
0673	ADP	пом	пом-ӧд-ыс	sg	prl	TRUE	Aukko	NA	NA	NA	NA	NA	menee sisään yhdeltä puolelta	пырӧ	ӧтар	помӧдыс	Оз муыслӧн вуджӧрыс кай тӧлысь вылас, а тӧлысьыс прӧйдитӧ вуджӧр пырыс, пырӧ ӧтар ПОМӦДЫС, петӧ мӧдарӧдыс.
0674	NOUN	розь	розь-ӧд-ыс	sg	prl	TRUE	Aukko	NA	NA	NA	NA	NA	menee sisään reiästä	пырӧ	NA	розьӧдыс	Кольк кыш пиысь курӧгпи петігӧн, сійӧ вижыс гӧг РОЗЬӦДЫС пырӧ сылы пытшкас.
0675	NOUN	туй	туй-ӧд	sg	prl	FALSE	Aukko	NA	NA	NA	NA	NA	menee sisään naarmujen kautta	пырӧ	гыжйыштӧм	туйӧд	Сэтчӧ пырӧ сійӧ гыжйыштӧм ТУЙӦД либӧ дойӧд.
0676	ADP	туй	туй-яс-ӧд	pl	prl	FALSE	NA	NA	NA	NA	NA	NA	menee sisään haavoja pitkin	пырӧ	гыжна	туйясӧд	Сійӧ пырӧ сӧмын кутшӧмкӧ дойӧд либӧ гыжна ТУЙЯСӦД.
0677	NOUN	потласьӧм	потласьӧм-ъяс-ӧд	pl	prl	FALSE	Aukko	NA	NA	NA	NA	NA	menevät sisään emalin halkeamista	пырӧны	NA	эмаль потласьӧмъясӧд	ЭМАЛЬ ПОТЛАСЬӦМЪЯСӦД кокниа пырӧны пиньӧ висьӧдан гагъяс, сісьтӧны, тшыкӧдӧны сійӧс.
0678	NOUN	туй	туй-ӧд-ыс	sg	prl	TRUE	Aukko	NA	NA	NA	NA	NA	menevät sisään porautuneista rei'istä	пырӧны	розьӧдлӧм	туйӧдыс	Сы понда веж куйӧд бӧрын кӧдзаяслӧн дась розьӧдлӧм ТУЙӦДЫС вужъясыс пыдӧдзджык пырӧны (6-ӧд серпас вылын моз) да бурджыка и асьныс быдмӧны.
0679	NOUN	щель	щель-яс-ӧд	pl	prl	FALSE	Aukko	NA	NA	NA	NA	NA	menevät raoista	пырӧны	NA	щельясӧд	Тайӧ торпыригъясыс пырӧны боевӧй ӧшинь векньыдик ЩЕЛЬЯСӦД, ранитӧны кияснысӧ, чужӧмнысӧ, соталӧны паськӧмнысӧ пырыс…
0680	NOUN	труба	труба-ӧд	sg	prl	FALSE	Väylä	NA	NA	NA	NA	NA	ponnistautuu (?) putkea pitkin	пычиктыссьӧ	NA	трубаӧд	5ʼ серпас вылын петкӧдлӧма, кыдзи кӧдзыд сынӧд локтӧ пачӧ, сэні шоналӧм бӧрын пычиктыссьӧ ТРУБАӦД вылӧ (видзӧд ньӧвъяссӧ серпас вывсьыс).
